platform,caller,variant_type,target_depth_x,mean_on_target_depth,F1_mean,F1_std,precision_mean,recall_mean,n_seeds
illumina_novaseq6000,deepvariant,SNV,100,144.78,0.9885449999999999,0.0002407633693068746,0.99757,0.9796809999999999,3
illumina_novaseq6000,deepvariant,SNV,12,18.763333333333335,0.9373303333333333,0.0007756296367038365,0.9825740000000001,0.8960706666666667,3
illumina_novaseq6000,deepvariant,SNV,15,23.386666666666667,0.9512846666666667,0.0012024143767160097,0.9867353333333333,0.9182929999999999,3
illumina_novaseq6000,deepvariant,SNV,150,208.41,0.989993,0.000196237101486959,0.9978756666666667,0.9822336666666667,3
illumina_novaseq6000,deepvariant,SNV,20,31.040000000000003,0.9645429999999999,0.00010513324878454177,0.9908153333333334,0.939628,3
illumina_novaseq6000,deepvariant,SNV,200,267.09,0.9906523333333332,5.501211987677301e-05,0.9979659999999999,0.983445,3
illumina_novaseq6000,deepvariant,SNV,25,38.626666666666665,0.9717926666666666,0.0004541853512976516,0.9933359999999999,0.9511646666666667,3
illumina_novaseq6000,deepvariant,SNV,30,46.14666666666667,0.976047,0.0004103985867421528,0.9943443333333333,0.958411,3
illumina_novaseq6000,deepvariant,SNV,300,371.67333333333335,0.9912886666666667,8.787680771019716e-05,0.9981216666666667,0.9845483333333332,3
illumina_novaseq6000,deepvariant,SNV,40,60.98666666666667,0.9809610000000001,0.00027193381547729976,0.9956776666666666,0.9666736666666665,3
illumina_novaseq6000,deepvariant,SNV,400,462.03,0.991545,0.0001536261696456674,0.9980713333333333,0.9851036666666667,3
illumina_novaseq6000,deepvariant,SNV,5,7.863333333333333,0.8276623333333334,0.0017415832834904372,0.9467043333333334,0.7352150000000001,3
illumina_novaseq6000,deepvariant,SNV,50,75.56,0.9835486666666666,0.0001740239447126052,0.9962133333333334,0.971202,3
illumina_novaseq6000,deepvariant,SNV,60,89.88,0.9854556666666667,8.953397865243468e-05,0.9967766666666668,0.9743886666666667,3
illumina_novaseq6000,deepvariant,SNV,75,110.90666666666668,0.9869766666666666,0.00016921386861997579,0.99713,0.9770280000000001,3
illumina_novaseq6000,deepvariant,SNV,8,12.549999999999999,0.8989539999999999,0.0016233228267969733,0.9703916666666667,0.8373136666666667,3
illumina_novaseq6000,deepvariant,SNV,full,627.23,0.992034,,0.99827,0.985875,1
illumina_novaseq6000,gatk4_hc,INDEL,10,15.663333333333334,0.7484670000000001,0.0011242495274626397,0.8086720000000001,0.6966053333333333,3
illumina_novaseq6000,gatk4_hc,INDEL,100,144.78,0.862622,0.0031336386198794245,0.8314176666666667,0.8962623333333334,3
illumina_novaseq6000,gatk4_hc,INDEL,12,18.763333333333335,0.769272,0.0038985993638741487,0.8131726666666667,0.7298816666666667,3
illumina_novaseq6000,gatk4_hc,INDEL,15,23.386666666666667,0.7886403333333334,0.0013711620375919892,0.8173116666666665,0.7619183333333334,3
illumina_novaseq6000,gatk4_hc,INDEL,150,208.41,0.8704963333333332,0.0018295792776847014,0.8385036666666666,0.905034,3
illumina_novaseq6000,gatk4_hc,INDEL,20,31.040000000000003,0.8107850000000001,0.005200977504277458,0.8195093333333333,0.8022503333333333,3
illumina_novaseq6000,gatk4_hc,INDEL,200,267.09,0.8733633333333334,0.0004762460848483809,0.8407923333333334,0.9085623333333332,3
illumina_novaseq6000,gatk4_hc,INDEL,25,38.626666666666665,0.8227146666666667,0.0031997366037431222,0.8198476666666666,0.8256103333333332,3
illumina_novaseq6000,gatk4_hc,INDEL,30,46.14666666666667,0.8315440000000001,0.002191602381820211,0.8203423333333334,0.8430586666666667,3
illumina_novaseq6000,gatk4_hc,INDEL,300,371.67333333333335,0.8772989999999999,0.0017970083472259612,0.84482,0.9123760000000001,3
illumina_novaseq6000,gatk4_hc,INDEL,40,60.98666666666667,0.840755,0.0026104001608948527,0.8197313333333334,0.862891,3
illumina_novaseq6000,gatk4_hc,INDEL,400,462.03,0.8794943333333333,0.0006537410292565072,0.846358,0.9153319999999999,3
illumina_novaseq6000,gatk4_hc,INDEL,5,7.863333333333333,0.632155,0.010885779668907511,0.7805876666666666,0.5311783333333333,3
illumina_novaseq6000,gatk4_hc,INDEL,50,75.56,0.8470443333333333,0.0026575133740648535,0.8226866666666667,0.8729026666666666,3
illumina_novaseq6000,gatk4_hc,INDEL,60,89.88,0.8518166666666667,0.0042299929471966416,0.8241723333333333,0.881388,3
illumina_novaseq6000,gatk4_hc,INDEL,75,110.90666666666668,0.8556023333333332,0.00495538256175374,0.8255153333333333,0.8879670000000001,3
illumina_novaseq6000,gatk4_hc,INDEL,8,12.549999999999999,0.7174406666666666,0.0029656625454244517,0.8025683333333333,0.6486463333333333,3
illumina_novaseq6000,gatk4_hc,INDEL,full,627.23,0.881802,,0.849656,0.916476,1
illumina_novaseq6000,gatk4_hc,SNV,10,15.663333333333334,0.9133420000000001,0.0010274302896060529,0.9692080000000001,0.8635663333333333,3
illumina_novaseq6000,gatk4_hc,SNV,100,144.78,0.9791896666666666,0.00047642872849281765,0.9805990000000001,0.977785,3
illumina_novaseq6000,gatk4_hc,SNV,12,18.763333333333335,0.928238,0.000664399729078768,0.9728216666666666,0.887562,3
illumina_novaseq6000,gatk4_hc,SNV,15,23.386666666666667,0.9423036666666667,0.0008825448052837361,0.9757003333333333,0.9111183333333334,3
illumina_novaseq6000,gatk4_hc,SNV,150,208.41,0.980429,0.00027823012058366336,0.9801603333333334,0.9806976666666666,3
